participantId,firstName,parent_nickname,age,age_in_days_chs,age_rounded_chs,age_years_chs,age_in_days_used,age_years_used,age_source,gender,age_at_birth,language_list,condition_list,additional_information,chs_child_hash,chs_response_uuid,participant_hashed_id,chs_match_status,chsId,versionThisBlock,versionClose,versionBoss,blockBoss,blockClose,blockOrder,blockCurrent,questionType,epistemic,blockRoleA,blockRoleB,rolesSwapped,effectiveRoleA,effectiveRoleB,dataExportTag,target,behavior,personA,groupA,personB,groupB,speechA,speechB,portraitImgShown,actionImgShown,orangeImgShown,greenImgShown,chosenName,chosenGroup,chosenRole,responseRecode,hypothesisConsistent,rt_ms,timestamp
TT001_1781993928718,Joshua,Steph,4,1557.0,1560.0,4.262833675564682,1557.0,4.262833675564682,CHS,m,40 or more weeks,en,,,ZTLKAN,8fff9d0a-c27a-4889-9daf-08c5fba3c906,c6ZcXE,ok,,A,A,B,yes2_boss,yes1_close,boss_close,yes1_close,close,yes,group,individual,False,group,individual,Night_Yes_1,Casey,night,River,flurp,Morgan,zazzo,"Yes, Wugs like to stay up in the middle of the night.","Yes, Casey likes to stay up in the middle of the night.",casey.png,casey_night.png,orange14.png,green7.png,Morgan,zazzo,individual,2,1,13445,2026-06-20T22:31:30.728Z
TT001_1781993928718,Joshua,Steph,4,1557.0,1560.0,4.262833675564682,1557.0,4.262833675564682,CHS,m,40 or more weeks,en,,,ZTLKAN,8fff9d0a-c27a-4889-9daf-08c5fba3c906,c6ZcXE,ok,,A,A,B,yes2_boss,yes1_close,boss_close,yes1_close,close,yes,group,individual,True,individual,group,Whisper_Yes_1,Jordan,whisper,Skyler,flurp,Reese,zazzo,"Yes, Jordan likes to whisper when they talk.","Yes, Wugs like to whisper when they talk.",jordan.png,jordan_whisper.png,orange3.png,green1.png,Reese,zazzo,group,1,0,11792,2026-06-20T22:32:11.651Z
TT002_1783036107525,vienna,Victoria,6,2503.0,2490.0,6.852840520191649,2503.0,6.852840520191649,CHS,f,40 or more weeks,en,,,X2LPcY,241db4a4-e549-48d3-8180-66b83473a7b4,U5VHAX,ok,,A,B,A,yes2_boss,hmm2_close,boss_close,yes2_boss,boss,yes,individual,group,False,individual,group,Balls_Yes_2_b,Alex,balls,Quinn,flurp,Drew,zazzo,"Yes, Alex likes to bounce balls on their heads.","Yes, Wugs like to bounce balls on their heads.",alex.png,alex_ball.png,orange9.png,green6.png,Quinn,flurp,individual,2,0,24976,2026-07-02T23:53:29.578Z
TT002_1783036107525,vienna,Victoria,6,2503.0,2490.0,6.852840520191649,2503.0,6.852840520191649,CHS,f,40 or more weeks,en,,,X2LPcY,241db4a4-e549-48d3-8180-66b83473a7b4,U5VHAX,ok,,A,B,A,yes2_boss,hmm2_close,boss_close,yes2_boss,boss,yes,individual,group,False,individual,group,Whisper_Yes_2_b,Jordan,whisper,Skyler,flurp,Reese,zazzo,"Yes, Jordan likes to whisper when they talk.","Yes, Wugs like to whisper when they talk.",jordan.png,jordan_whisper.png,orange6.png,green10.png,Reese,zazzo,group,1,1,17080,2026-07-02T23:54:17.234Z
TT002_1783036107525,vienna,Victoria,6,2503.0,2490.0,6.852840520191649,2503.0,6.852840520191649,CHS,f,40 or more weeks,en,,,X2LPcY,241db4a4-e549-48d3-8180-66b83473a7b4,U5VHAX,ok,,A,B,A,yes2_boss,hmm2_close,boss_close,yes2_boss,boss,yes,individual,group,False,individual,group,Bugs_Yes_2_b,Rowan,bugs,Emery,flurp,Jules,zazzo,"Yes, Rowan likes to play with bugs.","Yes, Wugs like to play with bugs.",rowan.png,rowan_bugs.png,orange13.png,green12.png,Emery,flurp,individual,2,0,10296,2026-07-02T23:55:02.018Z
TT002_1783036107525,vienna,Victoria,6,2503.0,2490.0,6.852840520191649,2503.0,6.852840520191649,CHS,f,40 or more weeks,en,,,X2LPcY,241db4a4-e549-48d3-8180-66b83473a7b4,U5VHAX,ok,,A,B,A,yes2_boss,hmm2_close,boss_close,yes2_boss,boss,yes,individual,group,True,group,individual,Night_Yes_2_b,Casey,night,River,flurp,Morgan,zazzo,"Yes, Wugs like to stay up in the middle of the night.","Yes, Casey likes to stay up in the middle of the night.",casey.png,casey_night.png,orange8.png,green11.png,River,flurp,group,1,1,13488,2026-07-02T23:55:47.987Z
TT002_1783036107525,vienna,Victoria,6,2503.0,2490.0,6.852840520191649,2503.0,6.852840520191649,CHS,f,40 or more weeks,en,,,X2LPcY,241db4a4-e549-48d3-8180-66b83473a7b4,U5VHAX,ok,,A,B,A,yes2_boss,hmm2_close,boss_close,yes2_boss,boss,yes,individual,group,True,group,individual,Flowers_Yes_2_b,Riley,flowers,Ash,flurp,Charlie,zazzo,"Yes, Wugs like to eat flowers.","Yes, Riley likes to eat flowers.",riley.png,riley_flowers.png,orange13.png,green9.png,Charlie,zazzo,individual,2,0,10816,2026-07-02T23:56:32.003Z
TT002_1783036107525,vienna,Victoria,6,2503.0,2490.0,6.852840520191649,2503.0,6.852840520191649,CHS,f,40 or more weeks,en,,,X2LPcY,241db4a4-e549-48d3-8180-66b83473a7b4,U5VHAX,ok,,A,B,A,yes2_boss,hmm2_close,boss_close,yes2_boss,boss,yes,individual,group,False,individual,group,Walls_Yes_2_b,Taylor,walls,Finley,flurp,Robin,zazzo,"Yes, Taylor likes to climb tall buildings.","Yes, Wugs like to climb tall buildings.",taylor.png,taylor_walls.png,orange3.png,green12.png,Robin,zazzo,group,1,1,12368,2026-07-02T23:57:13.795Z
TT002_1783036107525,vienna,Victoria,6,2503.0,2490.0,6.852840520191649,2503.0,6.852840520191649,CHS,f,40 or more weeks,en,,,X2LPcY,241db4a4-e549-48d3-8180-66b83473a7b4,U5VHAX,ok,,B,B,A,yes2_boss,hmm2_close,boss_close,hmm2_close,close,hmm,individual,group,False,individual,group,Spinning_Hmm_2,Wren,spinning,Lumi,flurp,Flint,zazzo,"Hmm, Wren must like to spin around before sitting down.","Hmm, Wugs must like to spin around before sitting down.",wren.png,wren_spinning.png,orange13.png,green1.png,Lumi,flurp,individual,2,1,16256,2026-07-02T23:58:40.347Z
TT002_1783036107525,vienna,Victoria,6,2503.0,2490.0,6.852840520191649,2503.0,6.852840520191649,CHS,f,40 or more weeks,en,,,X2LPcY,241db4a4-e549-48d3-8180-66b83473a7b4,U5VHAX,ok,,B,B,A,yes2_boss,hmm2_close,boss_close,hmm2_close,close,hmm,individual,group,False,individual,group,Rocks_Hmm_2,Sam,rocks,Nova,flurp,Finn,zazzo,"Hmm, Sam must like to pick up rocks and put them in their pocket.","Hmm, Wugs must like to pick up rocks and put them in their pocket.",sam.png,sam_rocks.png,orange15.png,green1.png,Nova,flurp,individual,2,1,13728,2026-07-02T23:59:22.883Z
TT002_1783036107525,vienna,Victoria,6,2503.0,2490.0,6.852840520191649,2503.0,6.852840520191649,CHS,f,40 or more weeks,en,,,X2LPcY,241db4a4-e549-48d3-8180-66b83473a7b4,U5VHAX,ok,,B,B,A,yes2_boss,hmm2_close,boss_close,hmm2_close,close,hmm,individual,group,False,individual,group,Plants_Hmm_2,Sage,plants,Juno,flurp,Reed,zazzo,"Hmm, Sage must like to talk to plants.","Hmm, Wugs must like to talk to plants.",sage.png,sage_plants.png,orange4.png,green7.png,Reed,zazzo,group,1,0,12576,2026-07-03T00:00:04.411Z
TT002_1783036107525,vienna,Victoria,6,2503.0,2490.0,6.852840520191649,2503.0,6.852840520191649,CHS,f,40 or more weeks,en,,,X2LPcY,241db4a4-e549-48d3-8180-66b83473a7b4,U5VHAX,ok,,B,B,A,yes2_boss,hmm2_close,boss_close,hmm2_close,close,hmm,individual,group,True,group,individual,Backwards_Hmm_2,Theo,backwards,Cleo,flurp,Moss,zazzo,"Hmm, Wugs must like to walk backwards.","Hmm, Theo must like to walk backwards.",theo.png,theo_backwards.png,orange8.png,green2.png,Cleo,flurp,group,1,0,10680,2026-07-03T00:00:45.699Z
TT002_1783036107525,vienna,Victoria,6,2503.0,2490.0,6.852840520191649,2503.0,6.852840520191649,CHS,f,40 or more weeks,en,,,X2LPcY,241db4a4-e549-48d3-8180-66b83473a7b4,U5VHAX,ok,,B,B,A,yes2_boss,hmm2_close,boss_close,hmm2_close,close,hmm,individual,group,True,group,individual,Pinecones_Hmm_2,Blake,pinecones,Zara,flurp,Bryn,zazzo,"Hmm, Wugs must like to pile up pinecones into a tall tower.","Hmm, Blake must like to pile up pinecones into a tall tower.",blake.png,blake_pinecones.png,orange7.png,green10.png,Bryn,zazzo,individual,2,1,17472,2026-07-03T00:01:20.395Z
TT002_1783036107525,vienna,Victoria,6,2503.0,2490.0,6.852840520191649,2503.0,6.852840520191649,CHS,f,40 or more weeks,en,,,X2LPcY,241db4a4-e549-48d3-8180-66b83473a7b4,U5VHAX,ok,,B,B,A,yes2_boss,hmm2_close,boss_close,hmm2_close,close,hmm,individual,group,False,individual,group,Sniffing_Hmm_2,Arlo,sniffing,Cora,flurp,Beau,zazzo,"Hmm, Arlo must like to sniff things before touching them.","Hmm, Wugs must like to sniff things before touching them.",arlo.png,arlo_sniffing.png,orange14.png,green6.png,Beau,zazzo,group,1,0,12712,2026-07-03T00:01:49.483Z
TT002_1783660225682,Aurora  mongo,Sarah,8,3129.0,3120.0,8.566735112936344,3129.0,8.566735112936344,CHS,f,40 or more weeks,en,autism_spectrum_disorder,,CWc6QW,15bacf9f-f200-4f6f-8067-2854f505c2b4,YAA76G,ok,,B,B,A,hmm1_boss,yes2_close,close_boss,yes2_close,close,yes,individual,group,False,individual,group,Backwards_Yes_2,Theo,backwards,Cleo,flurp,Moss,zazzo,"Yes, Theo likes to walk backwards.","Yes, Wugs like to walk backwards.",theo.png,theo_backwards.png,orange9.png,green6.png,Moss,zazzo,group,1,0,22133,2026-07-10T05:15:25.113Z
TT002_1783660225682,Aurora  mongo,Sarah,8,3129.0,3120.0,8.566735112936344,3129.0,8.566735112936344,CHS,f,40 or more weeks,en,autism_spectrum_disorder,,CWc6QW,15bacf9f-f200-4f6f-8067-2854f505c2b4,YAA76G,ok,,B,B,A,hmm1_boss,yes2_close,close_boss,yes2_close,close,yes,individual,group,False,individual,group,Spinning_Yes_2,Wren,spinning,Lumi,flurp,Flint,zazzo,"Yes, Wren likes to spin around before sitting down.","Yes, Wugs like to spin around before sitting down.",wren.png,wren_spinning.png,orange9.png,green2.png,Lumi,flurp,individual,2,1,18482,2026-07-10T05:16:29.457Z
TT002_1783660225682,Aurora  mongo,Sarah,8,3129.0,3120.0,8.566735112936344,3129.0,8.566735112936344,CHS,f,40 or more weeks,en,autism_spectrum_disorder,,CWc6QW,15bacf9f-f200-4f6f-8067-2854f505c2b4,YAA76G,ok,,B,B,A,hmm1_boss,yes2_close,close_boss,yes2_close,close,yes,individual,group,True,group,individual,Plants_Yes_2,Sage,plants,Juno,flurp,Reed,zazzo,"Yes, Wugs like to talk to plants.","Yes, Sage likes to talk to plants.",sage.png,sage_plants.png,orange6.png,green12.png,Juno,flurp,group,1,0,21015,2026-07-10T05:17:28.310Z
TT002_1783660225682,Aurora  mongo,Sarah,8,3129.0,3120.0,8.566735112936344,3129.0,8.566735112936344,CHS,f,40 or more weeks,en,autism_spectrum_disorder,,CWc6QW,15bacf9f-f200-4f6f-8067-2854f505c2b4,YAA76G,ok,,B,B,A,hmm1_boss,yes2_close,close_boss,yes2_close,close,yes,individual,group,True,group,individual,Sniffing_Yes_2,Arlo,sniffing,Cora,flurp,Beau,zazzo,"Yes, Wugs like to sniff things before touching them.","Yes, Arlo likes to sniff things before touching them.",arlo.png,arlo_sniffing.png,orange14.png,green2.png,Beau,zazzo,individual,2,1,28984,2026-07-10T05:18:33.498Z
TT002_1783660225682,Aurora  mongo,Sarah,8,3129.0,3120.0,8.566735112936344,3129.0,8.566735112936344,CHS,f,40 or more weeks,en,autism_spectrum_disorder,,CWc6QW,15bacf9f-f200-4f6f-8067-2854f505c2b4,YAA76G,ok,,B,B,A,hmm1_boss,yes2_close,close_boss,yes2_close,close,yes,individual,group,True,group,individual,Rocks_Yes_2,Sam,rocks,Nova,flurp,Finn,zazzo,"Yes, Wugs like to pick up rocks and put them in their pocket.","Yes, Sam likes to pick up rocks and put them in their pocket.",sam.png,sam_rocks.png,orange4.png,green6.png,Nova,flurp,group,1,0,49000,2026-07-10T05:20:02.032Z
TT002_1783660225682,Aurora  mongo,Sarah,8,3129.0,3120.0,8.566735112936344,3129.0,8.566735112936344,CHS,f,40 or more weeks,en,autism_spectrum_disorder,,CWc6QW,15bacf9f-f200-4f6f-8067-2854f505c2b4,YAA76G,ok,,B,B,A,hmm1_boss,yes2_close,close_boss,yes2_close,close,yes,individual,group,False,individual,group,Pinecones_Yes_2,Blake,pinecones,Zara,flurp,Bryn,zazzo,"Yes, Blake likes to pile up pinecones into a tall tower.","Yes, Wugs like to pile up pinecones into a tall tower.",blake.png,blake_pinecones.png,orange10.png,green6.png,Bryn,zazzo,group,1,0,18982,2026-07-10T05:20:38.268Z
TT002_1783660225682,Aurora  mongo,Sarah,8,3129.0,3120.0,8.566735112936344,3129.0,8.566735112936344,CHS,f,40 or more weeks,en,autism_spectrum_disorder,,CWc6QW,15bacf9f-f200-4f6f-8067-2854f505c2b4,YAA76G,ok,,A,B,A,hmm1_boss,yes2_close,close_boss,hmm1_boss,boss,hmm,group,individual,False,group,individual,Whisper_Hmm_1_b,Jordan,whisper,Skyler,flurp,Reese,zazzo,"Hmm, Wugs must like to whisper when they talk.","Hmm, Jordan must like to whisper when they talk.",jordan.png,jordan_whisper.png,orange6.png,green9.png,Skyler,flurp,group,1,1,18914,2026-07-10T05:22:00.211Z
TT002_1783660225682,Aurora  mongo,Sarah,8,3129.0,3120.0,8.566735112936344,3129.0,8.566735112936344,CHS,f,40 or more weeks,en,autism_spectrum_disorder,,CWc6QW,15bacf9f-f200-4f6f-8067-2854f505c2b4,YAA76G,ok,,A,B,A,hmm1_boss,yes2_close,close_boss,hmm1_boss,boss,hmm,group,individual,False,group,individual,Balls_Hmm_1_b,Alex,balls,Quinn,flurp,Drew,zazzo,"Hmm, Wugs must like to bounce balls on their heads.","Hmm, Alex must like to bounce balls on their heads.",alex.png,alex_ball.png,orange3.png,green9.png,Drew,zazzo,individual,2,0,30389,2026-07-10T05:22:40.241Z
TT002_1783660225682,Aurora  mongo,Sarah,8,3129.0,3120.0,8.566735112936344,3129.0,8.566735112936344,CHS,f,40 or more weeks,en,autism_spectrum_disorder,,CWc6QW,15bacf9f-f200-4f6f-8067-2854f505c2b4,YAA76G,ok,,A,B,A,hmm1_boss,yes2_close,close_boss,hmm1_boss,boss,hmm,group,individual,True,individual,group,Night_Hmm_1_b,Casey,night,River,flurp,Morgan,zazzo,"Hmm, Casey must like to stay up in the middle of the night.","Hmm, Wugs must like to stay up in the middle of the night.",casey.png,casey_night.png,orange15.png,green9.png,Morgan,zazzo,group,1,1,18977,2026-07-10T05:23:17.482Z
TT002_1783660225682,Aurora  mongo,Sarah,8,3129.0,3120.0,8.566735112936344,3129.0,8.566735112936344,CHS,f,40 or more weeks,en,autism_spectrum_disorder,,CWc6QW,15bacf9f-f200-4f6f-8067-2854f505c2b4,YAA76G,ok,,A,B,A,hmm1_boss,yes2_close,close_boss,hmm1_boss,boss,hmm,group,individual,True,individual,group,Flowers_Hmm_1_b,Riley,flowers,Ash,flurp,Charlie,zazzo,"Hmm, Riley must like to eat flowers.","Hmm, Wugs must like to eat flowers.",riley.png,riley_flowers.png,orange10.png,green7.png,Charlie,zazzo,group,1,1,26783,2026-07-10T05:23:53.202Z
TT002_1783660225682,Aurora  mongo,Sarah,8,3129.0,3120.0,8.566735112936344,3129.0,8.566735112936344,CHS,f,40 or more weeks,en,autism_spectrum_disorder,,CWc6QW,15bacf9f-f200-4f6f-8067-2854f505c2b4,YAA76G,ok,,A,B,A,hmm1_boss,yes2_close,close_boss,hmm1_boss,boss,hmm,group,individual,False,group,individual,Bugs_Hmm_1_b,Rowan,bugs,Emery,flurp,Jules,zazzo,"Hmm, Wugs must like to play with bugs.","Hmm, Rowan must like to play with bugs.",rowan.png,rowan_bugs.png,orange15.png,green.png,Jules,zazzo,individual,2,0,25386,2026-07-10T05:24:35.927Z
TT002_1783660225682,Aurora  mongo,Sarah,8,3129.0,3120.0,8.566735112936344,3129.0,8.566735112936344,CHS,f,40 or more weeks,en,autism_spectrum_disorder,,CWc6QW,15bacf9f-f200-4f6f-8067-2854f505c2b4,YAA76G,ok,,A,B,A,hmm1_boss,yes2_close,close_boss,hmm1_boss,boss,hmm,group,individual,False,group,individual,Walls_Hmm_1_b,Taylor,walls,Finley,flurp,Robin,zazzo,"Hmm, Wugs must like to climb tall buildings.","Hmm, Taylor must like to climb tall buildings.",taylor.png,taylor_walls.png,orange4.png,green12.png,Robin,zazzo,individual,2,0,23938,2026-07-10T05:25:08.996Z
TT002_1784400351210,Matthew,BEANIE,4,1739.0,1740.0,4.761122518822724,1739.0,4.761122518822724,CHS,m,39 weeks,en,,,PFVdCD,634bae50-e6ef-4407-9fab-5a99f8b6247a,P5DJ5F,ok,,B,B,A,hmm1_boss,hmm1_close,close_boss,hmm1_close,close,hmm,group,individual,True,individual,group,Spinning_Hmm_1,Wren,spinning,Lumi,flurp,Flint,zazzo,"Hmm, Wren must like to spin around before sitting down.","Hmm, Wugs must like to spin around before sitting down.",wren.png,wren_spinning.png,orange9.png,green1.png,Lumi,flurp,individual,2,1,30122,2026-07-18T19:04:54.901Z
TT002_1784400351210,Matthew,BEANIE,4,1739.0,1740.0,4.761122518822724,1739.0,4.761122518822724,CHS,m,39 weeks,en,,,PFVdCD,634bae50-e6ef-4407-9fab-5a99f8b6247a,P5DJ5F,ok,,B,B,A,hmm1_boss,hmm1_close,close_boss,hmm1_close,close,hmm,group,individual,False,group,individual,Pinecones_Hmm_1,Blake,pinecones,Zara,flurp,Bryn,zazzo,"Hmm, Wugs must like to pile up pinecones into a tall tower.","Hmm, Blake must like to pile up pinecones into a tall tower.",blake.png,blake_pinecones.png,orange8.png,green11.png,Bryn,zazzo,individual,2,1,40754,2026-07-18T19:05:50.172Z
TT002_1784400351210,Matthew,BEANIE,4,1739.0,1740.0,4.761122518822724,1739.0,4.761122518822724,CHS,m,39 weeks,en,,,PFVdCD,634bae50-e6ef-4407-9fab-5a99f8b6247a,P5DJ5F,ok,,B,B,A,hmm1_boss,hmm1_close,close_boss,hmm1_close,close,hmm,group,individual,False,group,individual,Sniffing_Hmm_1,Arlo,sniffing,Cora,flurp,Beau,zazzo,"Hmm, Wugs must like to sniff things before touching them.","Hmm, Arlo must like to sniff things before touching them.",arlo.png,arlo_sniffing.png,orange7.png,green6.png,Beau,zazzo,individual,2,1,30809,2026-07-18T19:06:58.023Z
TT002_1784400351210,Matthew,BEANIE,4,1739.0,1740.0,4.761122518822724,1739.0,4.761122518822724,CHS,m,39 weeks,en,,,PFVdCD,634bae50-e6ef-4407-9fab-5a99f8b6247a,P5DJ5F,ok,,B,B,A,hmm1_boss,hmm1_close,close_boss,hmm1_close,close,hmm,group,individual,False,group,individual,Backwards_Hmm_1,Theo,backwards,Cleo,flurp,Moss,zazzo,"Hmm, Wugs must like to walk backwards.","Hmm, Theo must like to walk backwards.",theo.png,theo_backwards.png,orange13.png,green6.png,Cleo,flurp,group,1,0,18156,2026-07-18T19:08:15.836Z
TT002_1784400351210,Matthew,BEANIE,4,1739.0,1740.0,4.761122518822724,1739.0,4.761122518822724,CHS,m,39 weeks,en,,,PFVdCD,634bae50-e6ef-4407-9fab-5a99f8b6247a,P5DJ5F,ok,,B,B,A,hmm1_boss,hmm1_close,close_boss,hmm1_close,close,hmm,group,individual,True,individual,group,Plants_Hmm_1,Sage,plants,Juno,flurp,Reed,zazzo,"Hmm, Sage must like to talk to plants.","Hmm, Wugs must like to talk to plants.",sage.png,sage_plants.png,orange4.png,green.png,Juno,flurp,individual,2,1,20631,2026-07-18T19:09:19.134Z
TT002_1784400351210,Matthew,BEANIE,4,1739.0,1740.0,4.761122518822724,1739.0,4.761122518822724,CHS,m,39 weeks,en,,,PFVdCD,634bae50-e6ef-4407-9fab-5a99f8b6247a,P5DJ5F,ok,,B,B,A,hmm1_boss,hmm1_close,close_boss,hmm1_close,close,hmm,group,individual,True,individual,group,Rocks_Hmm_1,Sam,rocks,Nova,flurp,Finn,zazzo,"Hmm, Sam must like to pick up rocks and put them in their pocket.","Hmm, Wugs must like to pick up rocks and put them in their pocket.",sam.png,sam_rocks.png,orange11.png,green2.png,Finn,zazzo,group,1,0,25977,2026-07-18T19:10:32.028Z
TT002_1784400351210,Matthew,BEANIE,4,1739.0,1740.0,4.761122518822724,1739.0,4.761122518822724,CHS,m,39 weeks,en,,,PFVdCD,634bae50-e6ef-4407-9fab-5a99f8b6247a,P5DJ5F,ok,,A,B,A,hmm1_boss,hmm1_close,close_boss,hmm1_boss,boss,hmm,group,individual,True,individual,group,Flowers_Hmm_1_b,Riley,flowers,Ash,flurp,Charlie,zazzo,"Hmm, Riley must like to eat flowers.","Hmm, Wugs must like to eat flowers.",riley.png,riley_flowers.png,orange8.png,green10.png,Charlie,zazzo,group,1,1,25548,2026-07-18T19:12:26.105Z
